fitness,lr0,lrf,momentum,weight_decay,warmup_epochs,warmup_momentum,box,cls,dfl,hsv_h,hsv_s,hsv_v,degrees,translate,scale,shear,perspective,flipud,fliplr,bgr,mosaic,mixup,copy_paste
0.34744,0.01,0.01,0.937,0.0005,3.0,0.8,7.5,0.5,1.5,0.015,0.7,0.4,0.0,0.1,0.5,0.0,0.0,0.0,0.5,0.0,1.0,0.0,0.0
0.41499,0.01035,0.01001,0.88364,0.00054,2.9944,0.62536,5.98025,0.5,1.55823,0.015,0.7,0.49284,0.0,0.09079,0.52507,0.0,0.0,0.0,0.62823,0.0,1.0,0.0,0.0
0.39496,0.01035,0.01001,0.87697,0.0005,2.90169,0.66059,5.98025,0.5,1.51162,0.0155,0.72318,0.5096,0.0,0.092,0.52507,0.0,0.0,0.0,0.6489,0.0,1.0,0.0,0.0
0.31609,0.01207,0.00791,0.97645,0.00038,2.22717,0.60447,6.12732,0.5,1.51533,0.015,0.70936,0.62606,0.0,0.09079,0.50506,0.0,0.0,0.0,0.66518,0.0,0.91594,0.0,0.0
0.39346,0.01035,0.01014,0.88418,0.00053,2.93114,0.61422,5.99912,0.5,1.56015,0.01504,0.67812,0.49519,0.0,0.09199,0.52507,0.0,0.0,0.0,0.61383,0.0,1.0,0.0,0.0
0.39285,0.01036,0.00981,0.87369,0.00049,2.95468,0.64808,6.05959,0.49887,1.52227,0.01586,0.72184,0.51615,0.0,0.08816,0.52088,0.0,0.0,0.0,0.64824,0.0,1.0,0.0,0.0
0.43121,0.01039,0.01001,0.87697,0.00049,2.83826,0.66165,5.81756,0.5,1.50649,0.01606,0.72649,0.50069,0.0,0.092,0.50972,0.0,0.0,0.0,0.6489,0.0,0.97236,0.0,0.0
0.38279,0.01037,0.01001,0.91844,0.00049,2.64094,0.68415,6.9961,0.52525,1.54187,0.01607,0.72649,0.55931,0.0,0.07688,0.54377,0.0,0.0,0.0,0.63122,0.0,0.9218,0.0,0.0
0.40065,0.01138,0.00916,0.88364,0.00056,2.73458,0.49516,5.60851,0.4507,1.31918,0.015,0.7,0.49284,0.0,0.10827,0.57146,0.0,0.0,0.0,0.62823,0.0,0.94813,0.0,0.0
0.41464,0.00932,0.00917,0.90233,0.00055,2.83826,0.55709,5.81756,0.5,1.50649,0.01494,0.64349,0.52305,0.0,0.07736,0.3564,0.0,0.0,0.0,0.57099,0.0,1.0,0.0,0.0
0.37406,0.01035,0.01002,0.88254,0.00054,3.00591,0.62536,5.98358,0.49804,1.55654,0.01492,0.69648,0.49281,0.0,0.09141,0.52568,0.0,0.0,0.0,0.62454,0.0,0.99347,0.0,0.0
0.43063,0.00896,0.00792,0.86083,0.00049,3.33218,0.65063,5.14681,0.48153,1.80918,0.02061,0.53483,0.43419,0.0,0.06566,0.54687,0.0,0.0,0.0,0.46065,0.0,0.69125,0.0,0.0
0.42257,0.01048,0.01008,0.87756,0.00049,2.83061,0.66187,5.81944,0.50103,1.51553,0.01599,0.72649,0.4979,0.0,0.09147,0.51054,0.0,0.0,0.0,0.65009,0.0,0.97141,0.0,0.0
0.42351,0.00649,0.00675,0.83477,0.00049,3.16475,0.61726,5.14681,0.48153,1.50399,0.01971,0.40361,0.43419,0.0,0.06834,0.61661,0.0,0.0,0.0,0.44263,0.0,0.65158,0.0,0.0
0.4342,0.00622,0.00626,0.83477,0.0005,3.3765,0.61726,5.15115,0.50727,1.60167,0.01964,0.40361,0.43952,0.0,0.06505,0.62974,0.0,0.0,0.0,0.47039,0.0,0.68186,0.0,0.0
0.38892,0.01015,0.01025,0.87698,0.00049,2.83826,0.69292,5.81756,0.5162,1.47058,0.01606,0.72353,0.51307,0.0,0.0934,0.50972,0.0,0.0,0.0,0.6489,0.0,0.9766,0.0,0.0
0.43266,0.00667,0.0067,0.84555,0.0004,3.33335,0.54474,6.38518,0.45146,1.60167,0.02407,0.36135,0.43952,0.0,0.0806,0.51209,0.0,0.0,0.0,0.57212,0.0,0.86066,0.0,0.0
0.4182,0.00622,0.00668,0.89808,0.00051,2.81688,0.61726,4.01083,0.42495,1.64889,0.02066,0.42096,0.40044,0.0,0.06643,0.60522,0.0,0.0,0.0,0.49809,0.0,0.58033,0.0,0.0
0.46013,0.00494,0.00771,0.8605,0.0005,3.19761,0.61726,6.718,0.50727,1.60167,0.01751,0.34901,0.34799,0.0,0.0482,0.518,0.0,0.0,0.0,0.39769,0.0,0.78809,0.0,0.0
0.45268,0.00508,0.00773,0.86166,0.00048,2.8842,0.67613,6.718,0.5294,1.619,0.01802,0.34901,0.36673,0.0,0.05114,0.518,0.0,0.0,0.0,0.39769,0.0,0.78809,0.0,0.0
0.45909,0.00494,0.00624,0.82585,0.00043,2.88436,0.53646,7.10923,0.4576,1.60167,0.01751,0.34826,0.45082,0.0,0.04995,0.518,0.0,0.0,0.0,0.33319,0.0,0.88518,0.0,0.0
0.44876,0.00585,0.00818,0.88497,0.00048,3.06192,0.49787,7.17933,0.57878,1.6353,0.01802,0.32458,0.37748,0.0,0.04883,0.65287,0.0,0.0,0.0,0.30986,0.0,0.75907,0.0,0.0
0.44581,0.00505,0.00594,0.84652,0.00043,2.90623,0.53729,7.10923,0.47525,1.65593,0.01761,0.33068,0.47395,0.0,0.051,0.518,0.0,0.0,0.0,0.31267,0.0,0.92346,0.0,0.0
0.44346,0.00495,0.00621,0.82585,0.00043,2.77169,0.58166,7.43985,0.42076,1.56762,0.01732,0.35482,0.40313,0.0,0.04995,0.52094,0.0,0.0,0.0,0.3293,0.0,0.91146,0.0,0.0
0.44882,0.0049,0.0082,0.88229,0.00047,2.8842,0.69412,7.16725,0.57481,1.57835,0.01877,0.36018,0.36673,0.0,0.05081,0.55612,0.0,0.0,0.0,0.3662,0.0,0.74954,0.0,0.0
0.45183,0.00553,0.00771,0.8605,0.00047,3.19761,0.63108,6.718,0.52481,1.87203,0.01751,0.34901,0.33182,0.0,0.0461,0.518,0.0,0.0,0.0,0.37208,0.0,1.0,0.0,0.0
0.45505,0.00447,0.00787,0.85612,0.0005,3.19761,0.63366,6.15229,0.50885,1.56686,0.01933,0.35877,0.35075,0.0,0.04586,0.518,0.0,0.0,0.0,0.40257,0.0,0.78809,0.0,0.0
0.44788,0.00494,0.00626,0.82585,0.00043,2.89222,0.5351,7.07262,0.45941,1.60555,0.01751,0.34796,0.44953,0.0,0.05013,0.51656,0.0,0.0,0.0,0.33104,0.0,0.8833,0.0,0.0
0.44063,0.00494,0.00771,0.83101,0.00052,3.11895,0.61726,7.41136,0.51071,1.25266,0.01751,0.34901,0.32258,0.0,0.05691,0.51317,0.0,0.0,0.0,0.39769,0.0,0.821,0.0,0.0
0.43971,0.00514,0.00504,0.82486,0.0004,2.69629,0.50782,6.75629,0.4576,1.60167,0.01708,0.33629,0.47723,0.0,0.04909,0.51266,0.0,0.0,0.0,0.38162,0.0,0.78183,0.0,0.0
0.44569,0.00425,0.00787,0.8329,0.0006,2.85611,0.55936,5.35279,0.59373,1.74827,0.02118,0.36106,0.35075,0.0,0.04302,0.57178,0.0,0.0,0.0,0.40257,0.0,0.6853,0.0,0.0
0.45359,0.0047,0.00469,0.82585,0.0004,2.88436,0.53646,6.20731,0.4576,1.73827,0.01751,0.3843,0.45082,0.0,0.08163,0.518,0.0,0.0,0.0,0.33983,0.0,0.86526,0.0,0.0
0.46506,0.00446,0.00773,0.87098,0.0005,3.17314,0.62984,6.12201,0.50857,1.59153,0.01971,0.35489,0.3421,0.0,0.04586,0.518,0.0,0.0,0.0,0.38899,0.0,0.79787,0.0,0.0
0.44041,0.00524,0.00653,0.83749,0.0004,2.64408,0.5349,6.62909,0.43779,1.79818,0.01751,0.38559,0.3856,0.0,0.0465,0.57833,0.0,0.0,0.0,0.33319,0.0,0.88518,0.0,0.0
0.43859,0.00494,0.0062,0.82852,0.00039,3.0189,0.52495,7.10923,0.4576,1.67136,0.01849,0.34031,0.45082,0.0,0.05015,0.55642,0.0,0.0,0.0,0.37637,0.0,1.0,0.0,0.0
0.44469,0.00495,0.00624,0.74299,0.00044,2.16527,0.51653,8.78842,0.42048,1.26184,0.01809,0.3182,0.59147,0.0,0.05069,0.52747,0.0,0.0,0.0,0.27917,0.0,0.88518,0.0,0.0
0.45285,0.00497,0.00704,0.83172,0.00058,3.29855,0.62064,6.40004,0.4524,1.59042,0.01576,0.33747,0.33995,0.0,0.04495,0.45646,0.0,0.0,0.0,0.38726,0.0,0.70745,0.0,0.0
0.44049,0.00416,0.00828,0.89051,0.00046,3.17314,0.63323,6.90475,0.45271,1.59153,0.01611,0.35489,0.3421,0.0,0.04719,0.45708,0.0,0.0,0.0,0.40142,0.0,0.77847,0.0,0.0
0.45184,0.00478,0.00777,0.89341,0.00048,3.13953,0.63233,6.33135,0.50957,1.50837,0.01913,0.35844,0.3421,0.0,0.04719,0.518,0.0,0.0,0.0,0.40238,0.0,0.78083,0.0,0.0
0.44839,0.00494,0.0077,0.8605,0.0005,3.19761,0.61749,6.72276,0.50727,1.60271,0.0175,0.34903,0.34843,0.0,0.0482,0.51832,0.0,0.0,0.0,0.39731,0.0,0.78967,0.0,0.0
0.4623,0.00441,0.00872,0.85794,0.00049,2.98652,0.61405,5.91994,0.50857,1.75304,0.02049,0.34807,0.35947,0.0,0.04967,0.518,0.0,0.0,0.0,0.38053,0.0,0.79777,0.0,0.0
0.45827,0.00446,0.00774,0.87089,0.0005,3.17327,0.6288,6.1298,0.50857,1.59095,0.01971,0.3549,0.34205,0.0,0.04597,0.51769,0.0,0.0,0.0,0.38773,0.0,0.79778,0.0,0.0
0.44521,0.00416,0.00872,0.8531,0.00049,2.61193,0.72465,6.64738,0.49761,1.56261,0.02049,0.34807,0.39305,0.0,0.03598,0.47682,0.0,0.0,0.0,0.3746,0.0,0.86338,0.0,0.0
0.46091,0.00367,0.01,0.85794,0.00044,2.43629,0.61405,5.91994,0.62208,1.75304,0.0191,0.26944,0.30735,0.0,0.0457,0.45429,0.0,0.0,0.0,0.42925,0.0,0.82084,0.0,0.0
0.4561,0.00413,0.00798,0.84463,0.00048,3.05631,0.66925,6.12201,0.54298,1.58702,0.01971,0.35489,0.35233,0.0,0.04469,0.518,0.0,0.0,0.0,0.41855,0.0,0.73348,0.0,0.0
0.45796,0.00502,0.00804,0.85021,0.00054,2.98652,0.61405,6.36157,0.40175,1.7949,0.02005,0.34807,0.35947,0.0,0.03194,0.55677,0.0,0.0,0.0,0.33984,0.0,0.79777,0.0,0.0
0.46112,0.00446,0.00761,0.86414,0.00052,3.17314,0.65999,6.01302,0.52922,1.59274,0.01981,0.35489,0.35321,0.0,0.04495,0.53398,0.0,0.0,0.0,0.40348,0.0,0.7853,0.0,0.0
0.47396,0.00342,0.00773,0.79503,0.00055,3.17314,0.56684,6.12201,0.50584,1.65378,0.01774,0.43356,0.38976,0.0,0.04586,0.44667,0.0,0.0,0.0,0.37051,0.0,0.75931,0.0,0.0
0.47317,0.00374,0.00773,0.76881,0.00055,3.25441,0.60238,6.45725,0.50584,1.65378,0.01774,0.43356,0.38976,0.0,0.04717,0.38485,0.0,0.0,0.0,0.37051,0.0,0.75931,0.0,0.0
0.45887,0.00385,0.00713,0.75109,0.00038,4.22046,0.53258,5.90812,0.47629,1.32144,0.01587,0.39154,0.44046,0.0,0.04317,0.48082,0.0,0.0,0.0,0.43258,0.0,0.68148,0.0,0.0
0.47294,0.00342,0.00784,0.79503,0.00055,3.18329,0.57558,6.12201,0.50543,1.66057,0.01772,0.433,0.38976,0.0,0.04631,0.44667,0.0,0.0,0.0,0.37106,0.0,0.75736,0.0,0.0
0.44925,0.00446,0.00773,0.87253,0.00051,3.15093,0.63334,6.0292,0.50857,1.59101,0.01971,0.35335,0.3395,0.0,0.04586,0.51729,0.0,0.0,0.0,0.38855,0.0,0.79787,0.0,0.0
0.46349,0.00402,0.00773,0.77879,0.00055,3.31796,0.57889,6.78089,0.51314,1.67678,0.01852,0.42069,0.35257,0.0,0.04717,0.35374,0.0,0.0,0.0,0.39244,0.0,0.73068,0.0,0.0
0.47833,0.00271,0.00967,0.79656,0.00055,2.94996,0.56684,6.94308,0.44769,1.65378,0.01575,0.4464,0.437,0.0,0.04347,0.47717,0.0,0.0,0.0,0.31897,0.0,0.73298,0.0,0.0
0.46326,0.00387,0.00807,0.76881,0.00055,3.01155,0.56799,6.84798,0.48537,1.65378,0.0177,0.43356,0.38887,0.0,0.04799,0.43105,0.0,0.0,0.0,0.35157,0.0,0.80235,0.0,0.0
0.47643,0.00342,0.00778,0.7955,0.00056,3.18375,0.56069,6.11659,0.5117,1.65378,0.0178,0.42738,0.39182,0.0,0.04486,0.45176,0.0,0.0,0.0,0.37051,0.0,0.75931,0.0,0.0
0.46799,0.00271,0.00967,0.79656,0.00058,2.78248,0.55618,6.80842,0.43148,1.82028,0.01444,0.44189,0.43486,0.0,0.04347,0.47717,0.0,0.0,0.0,0.33338,0.0,0.67822,0.0,0.0
0.47688,0.00256,0.00983,0.79491,0.00056,2.94996,0.55625,6.71785,0.4595,1.63647,0.01575,0.4454,0.42455,0.0,0.04389,0.46489,0.0,0.0,0.0,0.31897,0.0,0.71382,0.0,0.0
0.46211,0.00284,0.00967,0.79614,0.00066,3.08375,0.6038,5.70627,0.3699,1.61865,0.01592,0.4227,0.437,0.0,0.04186,0.57314,0.0,0.0,0.0,0.26057,0.0,0.68374,0.0,0.0
0.48268,0.00261,0.0104,0.79656,0.00054,3.06557,0.55326,6.94308,0.46534,1.72012,0.01571,0.43902,0.40961,0.0,0.04372,0.45564,0.0,0.0,0.0,0.32057,0.0,0.73785,0.0,0.0
0.49177,0.00191,0.01151,0.79787,0.00055,2.94996,0.6237,5.44027,0.36562,1.41108,0.01575,0.3807,0.437,0.0,0.04146,0.45629,0.0,0.0,0.0,0.31897,0.0,0.94402,0.0,0.0
0.48388,0.00261,0.01018,0.79656,0.00054,2.98804,0.54988,6.98864,0.45956,1.72012,0.01557,0.43902,0.40856,0.0,0.04382,0.42692,0.0,0.0,0.0,0.31113,0.0,0.7171,0.0,0.0
0.47049,0.00261,0.01151,0.83689,0.00042,2.65438,0.63409,6.6201,0.41795,1.72012,0.01557,0.43902,0.47319,0.0,0.04571,0.34285,0.0,0.0,0.0,0.30295,0.0,0.76704,0.0,0.0
0.50938,0.00191,0.01082,0.79582,0.00049,2.94996,0.48529,4.41282,0.29922,1.54975,0.01408,0.34285,0.35431,0.0,0.0441,0.3324,0.0,0.0,0.0,0.31897,0.0,0.94402,0.0,0.0
0.51071,0.0018,0.01057,0.80143,0.00052,2.84959,0.49005,4.41282,0.297,1.42976,0.01408,0.33855,0.37422,0.0,0.04567,0.32945,0.0,0.0,0.0,0.31897,0.0,0.94402,0.0,0.0
0.50588,0.0016,0.00782,0.79435,0.00077,3.29995,0.5356,5.00421,0.27992,1.42976,0.01792,0.35011,0.40309,0.0,0.05266,0.38183,0.0,0.0,0.0,0.32928,0.0,0.94402,0.0,0.0
0.51886,0.00179,0.00898,0.86903,0.0007,3.74529,0.4463,5.67174,0.2,1.46713,0.01792,0.23099,0.28014,0.0,0.03852,0.33271,0.0,0.0,0.0,0.36036,0.0,1.0,0.0,0.0
0.50983,0.00192,0.01079,0.80695,0.0005,3.0189,0.46311,4.33415,0.29143,1.51022,0.01337,0.34285,0.36013,0.0,0.04361,0.33258,0.0,0.0,0.0,0.33352,0.0,0.99259,0.0,0.0
0.49891,0.00145,0.00822,0.86903,0.0007,3.69289,0.629,6.73538,0.2,1.91844,0.01841,0.22618,0.25116,0.0,0.028,0.40241,0.0,0.0,0.0,0.41394,0.0,1.0,0.0,0.0
0.51362,0.00179,0.00897,0.86923,0.0007,3.74471,0.4463,5.68011,0.20034,1.46713,0.01793,0.23035,0.2809,0.0,0.03852,0.33304,0.0,0.0,0.0,0.36033,0.0,1.0,0.0,0.0
0.50087,0.00179,0.00857,0.88728,0.00066,3.68389,0.45259,5.44588,0.2,1.46713,0.01748,0.21469,0.27334,0.0,0.03768,0.31553,0.0,0.0,0.0,0.36033,0.0,0.97782,0.0,0.0
0.52091,0.00176,0.00916,0.86068,0.0007,3.73452,0.44303,5.48438,0.2,1.45936,0.01792,0.22635,0.27244,0.0,0.03927,0.33264,0.0,0.0,0.0,0.36511,0.0,0.98108,0.0,0.0
0.5116,0.00177,0.00855,0.88283,0.0007,4.13876,0.44303,5.90122,0.20637,1.45232,0.01725,0.25578,0.27563,0.0,0.04004,0.33066,0.0,0.0,0.0,0.3819,0.0,1.0,0.0,0.0
0.49252,0.00178,0.01135,0.85682,0.00079,3.22606,0.43723,5.55132,0.2,1.36053,0.02078,0.22635,0.25656,0.0,0.03927,0.42949,0.0,0.0,0.0,0.37216,0.0,0.82722,0.0,0.0
0.50696,0.00177,0.00974,0.86312,0.00071,3.75164,0.47992,5.70876,0.2,1.46713,0.01773,0.23561,0.27919,0.0,0.03841,0.33124,0.0,0.0,0.0,0.36834,0.0,1.0,0.0,0.0
0.51298,0.00147,0.00637,0.84273,0.00077,3.89017,0.46744,6.99957,0.21751,1.54038,0.01865,0.22635,0.3181,0.0,0.03927,0.37398,0.0,0.0,0.0,0.4193,0.0,1.0,0.0,0.0
0.51516,0.0015,0.00945,0.87491,0.00072,4.49409,0.53361,5.67174,0.24588,1.49548,0.01713,0.18287,0.21578,0.0,0.03572,0.35495,0.0,0.0,0.0,0.36036,0.0,0.75861,0.0,0.0
0.52879,0.00176,0.00915,0.85993,0.0007,3.74735,0.44386,5.47378,0.20084,1.45936,0.01793,0.22603,0.27244,0.0,0.03929,0.3333,0.0,0.0,0.0,0.36402,0.0,0.9844,0.0,0.0
0.5011,0.00163,0.00816,0.8732,0.00072,3.5246,0.46414,5.5473,0.2,1.53747,0.01793,0.24683,0.27083,0.0,0.04006,0.33232,0.0,0.0,0.0,0.3595,0.0,0.9844,0.0,0.0
0.52054,0.00176,0.0096,0.85993,0.00084,4.55395,0.57547,5.51068,0.21697,1.43578,0.01793,0.1384,0.30005,0.0,0.02763,0.34417,0.0,0.0,0.0,0.36051,0.0,0.9844,0.0,0.0
0.5158,0.00176,0.00957,0.85993,0.0007,3.70315,0.43012,5.52678,0.20534,1.50768,0.0194,0.22058,0.28173,0.0,0.04021,0.32405,0.0,0.0,0.0,0.37691,0.0,0.93996,0.0,0.0
0.49878,0.00175,0.0097,0.80581,0.00089,3.69465,0.45218,5.67174,0.2,1.51358,0.01736,0.2422,0.28014,0.0,0.03852,0.3822,0.0,0.0,0.0,0.27781,0.0,1.0,0.0,0.0
0.47961,0.00248,0.0113,0.90104,0.0007,3.64172,0.50627,5.49165,0.2,1.57169,0.02292,0.22911,0.32267,0.0,0.04039,0.33271,0.0,0.0,0.0,0.3327,0.0,1.0,0.0,0.0
0.51212,0.00176,0.00893,0.86226,0.0007,4.02346,0.47923,5.17318,0.21151,1.49516,0.01602,0.24821,0.2576,0.0,0.0397,0.3333,0.0,0.0,0.0,0.37263,0.0,0.92175,0.0,0.0
0.5163,0.00179,0.00847,0.86903,0.00065,3.07685,0.22215,3.99873,0.21286,1.18119,0.01508,0.25934,0.28014,0.0,0.04017,0.34079,0.0,0.0,0.0,0.334,0.0,1.0,0.0,0.0
0.51895,0.00163,0.00915,0.79498,0.00083,3.89449,0.55714,4.69054,0.23349,1.43968,0.0239,0.20893,0.30929,0.0,0.03645,0.32434,0.0,0.0,0.0,0.30978,0.0,0.9844,0.0,0.0
0.52433,0.00162,0.00895,0.85351,0.00082,3.74735,0.48001,5.43515,0.2075,1.4694,0.02104,0.23441,0.30932,0.0,0.03845,0.29713,0.0,0.0,0.0,0.36198,0.0,1.0,0.0,0.0
0.52938,0.00203,0.01021,0.82094,0.00064,3.72712,0.42289,5.49125,0.2,1.49589,0.01937,0.23479,0.24644,0.0,0.04018,0.29783,0.0,0.0,0.0,0.33972,0.0,0.9844,0.0,0.0
0.51679,0.00203,0.01079,0.83999,0.00066,4.27434,0.46518,5.31919,0.21171,1.494,0.02154,0.23479,0.24644,0.0,0.04018,0.29783,0.0,0.0,0.0,0.43071,0.0,0.7875,0.0,0.0
0.5155,0.00164,0.01042,0.84353,0.00072,3.74735,0.49193,5.24851,0.20084,1.38418,0.01793,0.21215,0.2945,0.0,0.03996,0.34757,0.0,0.0,0.0,0.42156,0.0,1.0,0.0,0.0
0.51244,0.00171,0.00916,0.86489,0.00057,3.51261,0.50536,4.5339,0.2,1.45774,0.01695,0.16167,0.31288,0.0,0.0463,0.33732,0.0,0.0,0.0,0.36402,0.0,1.0,0.0,0.0
0.51115,0.00172,0.00915,0.8621,0.00074,3.56585,0.43151,5.47378,0.2,1.4933,0.01816,0.22532,0.27244,0.0,0.03708,0.34353,0.0,0.0,0.0,0.3618,0.0,1.0,0.0,0.0
0.5185,0.00186,0.00961,0.8435,0.00081,4.1699,0.43109,6.2072,0.21606,1.40839,0.01793,0.21818,0.25951,0.0,0.04778,0.34113,0.0,0.0,0.0,0.36742,0.0,0.95918,0.0,0.0
0.52074,0.00161,0.01014,0.81444,0.00076,3.81836,0.38764,7.53711,0.2,1.78047,0.01112,0.22603,0.32848,0.0,0.04659,0.3333,0.0,0.0,0.0,0.36402,0.0,0.98793,0.0,0.0
0.47931,0.00151,0.00785,0.90219,0.00074,3.9166,0.48281,5.43515,0.2,1.69403,0.02104,0.22895,0.29216,0.0,0.04471,0.29414,0.0,0.0,0.0,0.36824,0.0,1.0,0.0,0.0
0.52493,0.00156,0.00877,0.85351,0.00083,3.74735,0.48001,5.00104,0.2,1.4694,0.02184,0.24104,0.27032,0.0,0.03629,0.29713,0.0,0.0,0.0,0.36198,0.0,0.95964,0.0,0.0
0.5153,0.0018,0.00666,0.812,0.00078,4.38731,0.48061,7.97593,0.2,1.88384,0.02167,0.13128,0.29017,0.0,0.03055,0.37519,0.0,0.0,0.0,0.43671,0.0,1.0,0.0,0.0
0.52728,0.00156,0.00877,0.87674,0.00058,3.84919,0.56804,5.00601,0.2,1.4694,0.02184,0.24091,0.23127,0.0,0.03245,0.29553,0.0,0.0,0.0,0.40269,0.0,0.79637,0.0,0.0
0.51962,0.00246,0.01071,0.81596,0.00064,4.07634,0.42289,5.28628,0.2,1.49589,0.02178,0.2393,0.24644,0.0,0.03783,0.29783,0.0,0.0,0.0,0.39167,0.0,0.98272,0.0,0.0
0.51916,0.00162,0.00915,0.86803,0.0007,3.70883,0.44386,5.38836,0.2,1.49659,0.01576,0.22603,0.27244,0.0,0.03929,0.29959,0.0,0.0,0.0,0.36402,0.0,0.97703,0.0,0.0
0.51152,0.0021,0.01027,0.79557,0.00064,3.72712,0.42289,5.49125,0.2,1.49778,0.01937,0.22301,0.22037,0.0,0.04342,0.30544,0.0,0.0,0.0,0.33972,0.0,0.9713,0.0,0.0
0.52012,0.00201,0.00798,0.8064,0.00058,3.82159,0.49633,5.47378,0.24304,1.8173,0.02239,0.26007,0.27244,0.0,0.03583,0.3333,0.0,0.0,0.0,0.35152,0.0,0.9561,0.0,0.0
0.51033,0.00177,0.00934,0.86255,0.0007,3.73829,0.4487,5.49441,0.20084,1.46691,0.0177,0.22871,0.27261,0.0,0.03865,0.3333,0.0,0.0,0.0,0.36099,0.0,0.97985,0.0,0.0
0.50776,0.00171,0.00877,0.89819,0.00061,4.21028,0.5534,5.55939,0.21881,1.65115,0.02208,0.25529,0.20578,0.0,0.03071,0.33437,0.0,0.0,0.0,0.41027,0.0,0.69991,0.0,0.0
0.51886,0.00165,0.00877,0.84074,0.00061,3.65818,0.56804,4.80847,0.20118,1.38496,0.01712,0.26851,0.2297,0.0,0.02812,0.26032,0.0,0.0,0.0,0.41138,0.0,0.79268,0.0,0.0
0.45504,0.00204,0.00992,0.9269,0.00055,3.4375,0.56804,5.00601,0.2,1.4694,0.0193,0.1762,0.23684,0.0,0.03483,0.33292,0.0,0.0,0.0,0.40269,0.0,0.93436,0.0,0.0
0.51319,0.00202,0.0101,0.81853,0.00064,3.76358,0.4269,5.49125,0.20312,1.49589,0.01938,0.23562,0.2488,0.0,0.03959,0.29277,0.0,0.0,0.0,0.33972,0.0,0.97958,0.0,0.0
0.50821,0.00151,0.00867,0.87674,0.0006,3.95874,0.57608,5.09571,0.2,1.56538,0.0232,0.25127,0.23453,0.0,0.03183,0.30016,0.0,0.0,0.0,0.3921,0.0,0.77916,0.0,0.0
0.52633,0.00156,0.00877,0.87009,0.00058,3.8594,0.56073,5.00601,0.20093,1.51035,0.02162,0.24474,0.22806,0.0,0.03242,0.28615,0.0,0.0,0.0,0.39475,0.0,0.80841,0.0,0.0
0.51947,0.00156,0.00847,0.85553,0.00058,3.84919,0.56804,5.26235,0.20996,1.10128,0.02184,0.23928,0.22614,0.0,0.03147,0.30877,0.0,0.0,0.0,0.34782,0.0,0.76324,0.0,0.0
0.53935,0.00233,0.01158,0.82094,0.00073,3.72712,0.48724,3.1967,0.2,1.55592,0.01766,0.29574,0.24881,0.0,0.04018,0.30976,0.0,0.0,0.0,0.16541,0.0,0.9844,0.0,0.0
0.52124,0.0025,0.01178,0.81946,0.0007,3.42996,0.48724,2.93827,0.2,1.24347,0.01892,0.32339,0.26594,0.0,0.03664,0.30976,0.0,0.0,0.0,0.13858,0.0,1.0,0.0,0.0
0.5283,0.0023,0.01372,0.82094,0.00073,3.43406,0.48792,2.98214,0.2,1.49599,0.01925,0.29574,0.27542,0.0,0.03924,0.28291,0.0,0.0,0.0,0.16677,0.0,0.9844,0.0,0.0
0.51686,0.00233,0.01158,0.84012,0.00068,1.99311,0.47364,3.17476,0.2,1.6792,0.02412,0.29574,0.24881,0.0,0.03702,0.30976,0.0,0.0,0.0,0.16576,0.0,0.9844,0.0,0.0
0.51603,0.00205,0.01158,0.79753,0.00073,3.52163,0.48724,3.40914,0.22919,1.51121,0.01658,0.29574,0.26096,0.0,0.04018,0.32485,0.0,0.0,0.0,0.16541,0.0,0.9844,0.0,0.0
0.52869,0.00233,0.01309,0.82475,0.00069,4.363,0.39534,3.10065,0.2,1.4463,0.01574,0.29993,0.24656,0.0,0.0314,0.38802,0.0,0.0,0.0,0.15346,0.0,0.9844,0.0,0.0
0.51957,0.00266,0.01091,0.82094,0.00079,3.69149,0.45949,3.05272,0.2,1.38632,0.01888,0.34032,0.27402,0.0,0.04018,0.33635,0.0,0.0,0.0,0.15622,0.0,1.0,0.0,0.0
0.51872,0.00203,0.00959,0.82094,0.00069,4.05686,0.36086,5.0173,0.2,1.49589,0.01695,0.26328,0.24639,0.0,0.04346,0.30026,0.0,0.0,0.0,0.26892,0.0,0.90897,0.0,0.0
0.50461,0.00233,0.01252,0.89517,0.00073,3.72712,0.53375,3.15121,0.2,1.06515,0.01801,0.25047,0.25803,0.0,0.03121,0.29569,0.0,0.0,0.0,0.16541,0.0,0.76113,0.0,0.0
0.51826,0.00206,0.01158,0.82094,0.00062,4.51341,0.43384,3.40677,0.2,1.55987,0.01704,0.30137,0.2557,0.0,0.04018,0.34518,0.0,0.0,0.0,0.17675,0.0,0.95848,0.0,0.0
